Model,Text_ID,ROUGE-1,ROUGE-2,ROUGE-L,ROUGE-Lsum,Summary,Text_length,Summary_length
emilstabil/DaMedSum-base,text1,48.57142857142856,27.536231884057973,28.571428571428577,28.571428571428577,"Kronisk grøn stær er en af de hyppigste årsager til blindhed i Danmark. Forhøjet tryk i øjet øger risikoen for at udvikle synsskade. Det forhøjede tryk er ikke selve årsagen til, at man udvikler blindhed, men sygdommen medfører skader på synsnerven og udfald i synsfeltet. Hvis tilstanden ikke behandles, vil det ofte medføre blindhed.",6017,335
emilstabil/DaMedSum-base,text2,31.683168316831683,10.1010101010101,21.782178217821784,21.782178217821784,"Keratoconus er en tilstand, hvor hornhindens centrale del bliver udtyndet, så horn hindens overflade kommer til at bule frem. Tilstanden udvikles oftest i teenageårene, men kan i nogle tilfælde forværres pludseligt, men forbedres med tiden. Behandlingen er at forbedre synet og forhindre komplikationer.",3251,303
emilstabil/DaMedSum-base,text3,49.09090909090909,20.370370370370374,38.18181818181818,38.18181818181818,"Gammelmandssyn (presbyopi) er nedsat evne til at se skarpt på objekter, der er tæt på, fordi linsen bliver mere stiv med alderen. Ændringer af linsens krumning er en forudsætning for, at man kan ændre fokus på nær og lang afstand. Dette kræver en linse til at læse og til andet nærarbejde. Der findes mange former for gammelmandssyn.",3545,333
emilstabil/DaMedSum-base,text4,31.496062992125985,3.2,14.173228346456693,14.173228346456693,"Fedtsugning er et kosmetisk kirurgisk indgreb, hvor man fjerner uønskede lokaliserede ansamlinger af fedt på kroppen, som er vanskelige at få væk gennem diæt og træning. Fedtdepoterne er ofte kønsbestemte, og derfor er operationen meget sjælden. I USA er der næsten en halv million kosmetiske kirurgiske indgreb i USA.",5421,318
emilstabil/DaMedSum-base,text5,33.72549019607843,7.905138339920949,14.901960784313726,14.901960784313726,"Brystforstørrelse er en kosmetisk operation, hvor man indsætter proteser/implantater, for det meste af silikone og transplanterer noget af ens eget fedt ind i brysterne, såkaldt lipofilling. Der findes mange forskellige former for silikoneproteser, som bruges til at forandre faconen på brysterne og evt. til at rette asymmetrien af brysterne. De fleste brystoperationer giver ar i større eller mindre grad. Behandlingen er at genvinde en bryststørrelse, som man havde tidligere i livet eller før graviditet.",7092,508
emilstabil/DaMedSum-base,text6,32.94117647058823,21.686746987951803,30.588235294117645,30.588235294117645,"Hydroxychloroquin er medicin til behandling af malaria. hydroxychloroquin tåles som regel godt. Sjældne bivirkninger er hovedpine og kvalme, og eventuelt besvær med at se skarpt tæt på, hvis man rejser til områder med malaria, hvor det er nødvendigt at forebygge myggestik. Behandlingen er forebyggende mod malaria hos rejsende.",3041,328
emilstabil/DaMedSum-base,text7,19.78021978021978,6.666666666666667,15.384615384615383,15.384615384615383,"Hormoner styrer cyklus. Menstruationscyklus styres af flere hormoner. Hormoner forstyrrer cyklus, fx i æggestokkene eller i binyrerne. Hormonerne kan forstyrres af en række faktorer, fx narkotikamisbrug, svulster, stråling, traumer og traumer.",1536,243
emilstabil/DaMedSum-base,text8,43.103448275862064,12.280701754385966,18.965517241379313,18.965517241379313,"Hvis ens barn græder uafbrudt i timevis, kan det være svært at forholde sig mildt og roligt, hvis du har forsøgt alt: maden, bøvset, båret rundt på og kærtegnet barnet. Det ser ikke ud til at hjælpe. Hvis du mærker, at frustrationen er ved at få overtaget, så følg disse råd til at genfinde roen.",2155,296
emilstabil/DaMedSum-base,text9,36.19047619047618,14.423076923076925,25.71428571428571,25.71428571428571,"To forskellige former for afrikansk sovesyge er alvorlige og kan føre til døden. Sygdommen giver først infektioner i indre organer for til slut at angribe centralnervesystemet og hjernen. Der kan gå måneder til år, fra man smittes, til man bliver syg. Symptomerne er feber, hovedpine, smerter i muskler og led, søvnbesvær og irritabilitet. Behandlingen er kompliceret og vil foregå på en infektionsmedicin.",4472,406
emilstabil/DaMedSum-base,text10,30.65693430656934,10.37037037037037,20.437956204379564,20.437956204379564,"Peniskræft er en kræftsygdom, som udgår fra huden på penis eller spidsen af penis. De første symptomer på peniskræft er unormale knuder på penis, et sår eller blod i urinen. Nogle har ildelugtende udflåd under forhuden som et tidligt tegn. Behandlingen afhænger af, om tumoren har spredt sig eller ej. Ved små lokaliserede tumorer bliver næsten alle helbredt.",2948,359
emilstabil/DaMedSum-large,text1,50.32258064516129,24.836601307189543,32.25806451612903,32.25806451612903,"Kronisk grøn stær er en af de hyppigste årsager til blindhed i Danmark. Tilstanden medfører skader på synsnerven og udfald i synsfeltet. Forhøjet tryk i øjet øger risikoen for, at man får sygdommen. Det forhøjede tryk er ikke selve årsagen til synsskade, men er imidlertid ikke den præcise forekomst. Hvis tilstanden ikke behandles, vil det ofte medføre blindhed. Behandlingen består af øjendråber, kirurgi og operation.",6017,420
emilstabil/DaMedSum-large,text2,28.30188679245283,9.615384615384615,22.641509433962263,22.641509433962263,"Keratoconus er en tilstand, hvor hornhindens centrale del bliver udtyndet, så horn hindens overflade kommer til at bule frem. Tilstanden udvikles oftest i teenageårene, og i nogle tilfælde kan udviklingen standse helt. Behandlingen består i at korrigere for skævheden i hornhinden og dryppe øjet med lysaktivt stof.",3251,315
emilstabil/DaMedSum-large,text3,40.0,18.840579710144926,34.28571428571428,34.28571428571428,"Gammelmandssyn er en nedsat evne til at se skarpt på ting, der er tæt på. Ændringer i linsens krumning bliver nedsat med alderen, så man ikke kan ændre fokus og både kan se på nær og lang afstand. Symptomerne er sløret syn, når man ser små skrifttyper eller på en computerskærm eller et ansigt. Læsebriller med samme brydning i hele brillen er velegnede til at læse og til andet nærarbejde. Hvis man har behov for briller til afstand, skal man skifte brilleglas regelmæssigt.",3545,475
emilstabil/DaMedSum-large,text4,29.032258064516125,4.918032786885247,16.12903225806452,16.12903225806452,"Fedtsugning er et kosmetisk indgreb, som fjerner uønskede lokaliserede ansamlinger af fedt på kroppen, som er vanskelige at få væk gennem diæt og træning. Indgrebet efterlader kun små sår på huden, men store sår indvendigt. Du vil normalt få hævelser og misfarvninger i tiden efter indgrebet.",5421,292
emilstabil/DaMedSum-large,text5,29.80392156862745,7.114624505928854,11.764705882352942,11.764705882352942,"Brystforstørrelse er en kosmetisk operation, hvor man indsætter proteser/implantater, transplantation af fedt fra et andet sted på kroppen ind i brysterne, såkaldt lipofilling. Brysterne kan forstørres ved at lægge et snit i huden under brystet, men adgangen i kanten af brystvorten eller i armhulen kan også anvendes. De fleste brystforstørrelsesoperationer varer 1-2 timer og udføres for det meste i fuld narkose. Alle brystforstørrelser giver ar i større eller mindre grad.",7092,476
emilstabil/DaMedSum-large,text6,24.242424242424242,6.185567010309279,16.16161616161616,16.16161616161616,"Hydroxychloroquin er effektivt mod godartet malaria. Det anvendes til at forebygge myggestik i områder, hvor denne type malaria er almindelig. Til de mindste børn under 5 kg og yngre end 3 måneder kan stoffet bruges sammen med omhyggelig forebyggelse af myggestikk. Gravide, hvis ophold i et malariaområde er absolut nødvendigt, bør kontakte sin læge hvis du får feber efter ophold.",3041,382
emilstabil/DaMedSum-large,text7,36.11111111111111,14.018691588785048,25.0,25.0,"Forstyrrelser i produktionen af kønshormoner er meget sjældne. Hormoner styrer cyklus. Menstruationscyklussen styres af flere hormoner. Hormonerne dannes i hypofysen, som er en del af hjernen. Disse stoffer stimulererhypofysen til at producere og udskille hormoner, som igen virker på æggestokkene og giver ægløsning. Disse hormoner produceres igen i hjernen, og østrogen og progesteron dannes også i Hypothalamus. Hypotalamus er mindre følsom for forstyrrelser.",1536,462
emilstabil/DaMedSum-large,text8,47.706422018348626,16.822429906542055,23.853211009174313,23.853211009174313,"Når ens barn græder meget, kan det være svært at forholde sig mildt og roligt, hvis det græder uafbrudt i timevis. Hvis du mærker, at frustrationen og vrede er ved at få overtaget, så følg disse råd til, hvordan du genfinder roen, når vrede og frustration har fået overtaget.",2155,275
emilstabil/DaMedSum-large,text9,33.65384615384615,12.62135922330097,26.923076923076923,26.923076923076923,"Afrikanersk sovesyge er en parasitsygdom, som bliver overført ved bid af en flue. Parasitten bliver bidt af en tsetse-flue. Sygdommen giver infektioner i indre organer for til slut at angribe centralnervesystemet og hjernen. Man bliver smittet med trypanosomer og bliver søvnig, apatisk og til sidst bevidstløs. Begge former er alvorlige og kan føre til døden, hvis de ikke bliver behandlet.",4472,391
emilstabil/DaMedSum-large,text10,38.57142857142858,17.391304347826086,25.71428571428571,25.71428571428571,"Peniskræft er en kræftsygdom, som udgår fra huden på penis eller spidsen af penis. Symptomerne på peniskræft er unormale knuder på penis, et sår eller blod i urinen. Nogle har ildelugtende udflåd under forhuden. Omskæring tidligt i livet mindsker risikoen for at få peniskræft. Behandlingen afhænger af tumorens lokalisation og udbredelse. Generelt kan man bruge kirurgi, laserbehandling, strålebehandling og kemoterapi.",2948,420
emilstabil/DaMedSumT5,text1,36.22047244094488,14.399999999999999,25.196850393700785,25.196850393700785,"Kronisk grøn stær medfører skader på synsnerven og udfald i synsfeltet. Hvis tilstanden ikke behandles, vil det ofte medføre blindhed. Der findes ikke nogen behandling, der kan bedre synet. Behandlingen består af øjendråber og i sjældne tilfælde også tabletter.",6017,261
emilstabil/DaMedSumT5,text2,37.50000000000001,15.873015873015875,29.6875,29.6875,"Keratoconus er en tilstand, hvor hornhindens centrale del bliver udtyndet. Tilstanden mærker man ved, at synet bliver tiltagende sløret. Det nedsatte syn kan i nogle tilfælde forværres pludseligt (akut keratoconus), men forbedres da ofte efter et stykke tid. Behandlingen består i at korrigere for skævheden i hornhinden med hårde kontaktlinser. I svære tilfælde kan det være nødvendigt at udskifte hornhinden ved transplantation.",3251,430
emilstabil/DaMedSumT5,text3,45.070422535211264,21.42857142857143,33.802816901408455,33.802816901408455,"Gammelmandssyn er nedsat evne til at se skarpt på objekter, der er tæt på. Det kan fx være bogstaver i en bog eller på en computerskærm eller et ansigt. Det er svært at se på ting, der ligger tætpå. Det viser sig ved, at synet er godt på afstand, men er sløret, når man ser på et objekt, der i forvejen ser godt på nær afstand. Der findes mange forskellige løsninger på gammelmandssyn:. Læsebriller med samme brydning i hele brillen. Trifokale briller med progressive glas.",3545,473
emilstabil/DaMedSumT5,text4,30.630630630630627,5.504587155963303,16.216216216216214,16.216216216216214,"Fedtsugning er en operation, der fjerner uønskede lokaliserede ansamlinger af fedt på kroppen, som er vanskelige at få væk gennem diæt og træning. Indgrebet efterlader kun små sår på huden, men store sår indvendig.",5421,214
emilstabil/DaMedSumT5,text5,25.77777777777778,7.174887892376682,12.444444444444445,12.444444444444445,"Brystforstørrelse er en kosmetisk operation, hvor man indsætter proteser/implantater, for det meste af silikone. De anvendes til at forandre faconen på brysterne og evt. til at rette asymmetri af brysterne. De to teknikker kan også kombineres. Operationen varer 1-2 timer og udføres oftest i fuld narkose.",7092,305
emilstabil/DaMedSumT5,text6,34.234234234234236,16.513761467889907,18.01801801801802,18.01801801801802,"Hydroxychloroquin og det beslægtede chloroquin har tidligere været brugt til at forebygge malaria hos rejsende. I dag er der dog udbredt resistens overfor hydroxychloroquin ved den ondartede malaria, som skyldes bl.a. Plasmodium falciparum, hvorfor stoffet ikke længere bruges til forebyggelse af malaria. Man skal begynde på behandlingen en uge før indrejse til et område med malaria og fortsætte med behandlingen under hele opholdet og i fire uger efter, man har forladt området.",3041,481
emilstabil/DaMedSumT5,text7,37.32057416267943,20.289855072463766,32.535885167464116,32.535885167464116,"En menstruationscyklus styres af flere hormoner. Hver måned producerer hypotalamus, som er en del af hjernen, overordnede hormoner, som passerer ned i hjernevedhænget - hypofysen. Disse stoffer stimulerer hypofysens til at producere og udskille hormoner (FSH, LH, som igen virker på æggestokkene og giver ægløsning). Symptomerne på unormal hormonproduktion er uregelmæssige menstruationer eller ophør af menstruationer.",1536,419
emilstabil/DaMedSumT5,text8,42.18750000000001,14.285714285714285,23.4375,23.4375,"En nyfødt baby græder meget. Det kan være svært at forholde sig mildt og roligt, hvis ens barn græder uafbrudt i timevis. Du har forsøgt alt: madet, bøvset, skiftet, båret rundt på og kærtegnet barnet. Intet ser ud til at hjælpe. Hvis du mærker, at frustrationen og vrede er ved at få overtaget, så prøv at følge nedenstående råd til at genfinde roen.",2155,351
emilstabil/DaMedSumT5,text9,38.81856540084389,17.872340425531917,27.004219409282705,27.004219409282705,"Tsetse-fluen er en parasit, som bliver overført ved bid af en tsetse-flue. Biddet gør ondt og kan give hævelse og kløe i nogle dage. Hvis man bliver smittet med trypanosomer, bliver man søvnig, apatisk og til sidst bevidstløs. Der er to former for afrikansk sovesyge; en akut form, som forekommer i Østafrika og en mere kronisk form, hvor man kan få alvorlige symptomer. Den akutte østafrikanske form forårsages af parasitten Trypanosoma brucei rhodesiense og kaldes den rhodesiske form. Den mere kroniske form - infektion med T. gambiense.",4472,540
emilstabil/DaMedSumT5,text10,29.411764705882348,10.44776119402985,20.58823529411765,20.58823529411765,"peniskræft er en kræftsygdom, som udgår fra huden på penis eller spidsen af penis. Denne form for kræft rammer hyppigst ældre mænd. Symptomerne er unormale knuder på penis, et sår eller blod i urinen. Nogle har ildelugtende udflåd fra penis som et tidligt tegn. Behandlingen afhænger af lokalisation og udbredelse - herunder om sygdommen har spredt sig eller ej.",2948,362
Danish-summarisation/DanSumT5-small,text1,30.76923076923077,12.17391304347826,22.222222222222225,22.222222222222225,"Kronisk grøn stær er en af de hyppigste sygdomme til blindhed i Danmark. Her er en række gode råd til, hvordan man behandler sygdommen, og hvornår man skal søge hjælp.",6017,167
Danish-summarisation/DanSumT5-small,text2,12.048192771084338,2.4691358024691357,9.638554216867469,9.638554216867469,"I denne uges udgave af 'Keratoconus' giver øjenlægen gode råd til, hvordan man undgår at forværre sygdommen. Læs her, hvad der er sket.",3251,135
Danish-summarisation/DanSumT5-small,text3,36.36363636363637,16.0,28.57142857142857,28.57142857142857,"Gammelmandssyn rammer alle mennesker, hvor man kan se skarpt på ting, der er tæt på. Læs her, hvordan du undgår gammelmandssyn, og hvad du kan gøre.",3545,148
Danish-summarisation/DanSumT5-small,text4,26.804123711340207,8.421052631578949,20.61855670103093,20.61855670103093,"Fedtsugning er en af de hyppigste kirurgiske indgreb i verden. Her er fem ting, du bør gøre for at undgå uønskede lokaliserede ansamlinger.",5421,139
Danish-summarisation/DanSumT5-small,text5,13.592233009708737,0.9803921568627451,6.796116504854369,6.796116504854369,"Læs her, hvad du bør gøre for at få større bryster eller genvinde deres bryster, hvis du er 18 år gammel, og hvordan du kan gøre det.",7092,133
Danish-summarisation/DanSumT5-small,text6,20.689655172413794,0.0,17.241379310344826,17.241379310344826,"Hvis du er gravid, bør du forebygge myggestik, hvis du tager anden medicin. Læs her, hvad du bør gøre for at undgå det.",3041,119
Danish-summarisation/DanSumT5-small,text7,15.116279069767444,4.7058823529411775,13.953488372093023,13.953488372093023,"Hormoner styrer cyklus og øger produktionen af kønshormoner. Læs her, hvad der kan påvirke sygdommene i æggestokkene og i binyrerne.",1536,132
Danish-summarisation/DanSumT5-small,text8,38.96103896103896,24.000000000000004,31.16883116883117,31.16883116883117,"Det kan være svært at forholde sig mildt og roligt, hvis en baby græder uafbrudt i timevis. Læs her, hvordan du genfinder roen.",2155,127
Danish-summarisation/DanSumT5-small,text9,9.937888198757765,5.031446540880504,8.695652173913041,8.695652173913041,"Hvordan behandler man afrikansk sovesyge, hvis man ikke bliver behandlet i tide? Få overblik over årsagerne til sygdommen her.",4472,126
Danish-summarisation/DanSumT5-small,text10,16.16161616161616,2.0618556701030926,12.121212121212121,12.121212121212121,"Hvordan behandler man peniskræft? Få overblik over sygdommen her. Læs her, hvordan du forebygger og behandler kræft i løbet af de næste 50 år.",2948,142
Danish-summarisation/DanSumT5-base,text1,29.90654205607477,15.238095238095239,20.560747663551403,20.560747663551403,"Kronisk grøn stær er en af de hyppigste sygdomme i Danmark, og sygdommen kan medføre blindhed, hvis man ikke får øjensygdommen behandlet korrekt.",6017,145
Danish-summarisation/DanSumT5-base,text2,13.043478260869568,0.0,13.043478260869568,13.043478260869568,"Få svar på spørgsmål om keratoconus hos øjenlægen. I Jobhåndbogen på Avisen.dk finder du alt, du bør vide om sygdommen, og hvad du kan gøre for at forbedre dit syn.",3251,164
Danish-summarisation/DanSumT5-base,text3,16.0,2.73972602739726,16.0,16.0,"Hvordan stilles diagnosen for gammelmandssyn? Hvad er symptomerne på det? Og hvorfor er det arveligt? Vi har spurgt en række danskere, hvad de oplever i denne artikel.",3545,167
Danish-summarisation/DanSumT5-base,text4,28.28282828282828,8.24742268041237,18.181818181818183,18.181818181818183,"Fedtsugning er et af de mest udførte kosmetiske indgreb nogensinde. Men hvor udbredt er det egentlig? Få svaret her, og bliv klogere på, hvordan det foregår.",5421,157
Danish-summarisation/DanSumT5-base,text5,13.592233009708737,1.9607843137254901,7.766990291262135,7.766990291262135,"Her får du et overblik over, hvad du skal gøre for at få større bryster. Læs mere om metoden her, og bliv klogere på, hvordan det foregår.",7092,138
Danish-summarisation/DanSumT5-base,text6,10.169491525423728,0.0,10.169491525423728,10.169491525423728,"Få overblik over stoffet hydroxychloroquin, som bruges i kampen mod malaria. Læs her, hvad du skal være opmærksom på, hvis du vil undgå myggestik. - Sygdomme",3041,157
Danish-summarisation/DanSumT5-base,text7,15.909090909090908,4.597701149425287,9.090909090909092,9.090909090909092,Få overblik over symptomerne på uregelmæssige menstruationer og øget produktion af kønshormoner. I Jobhåndbogen på Avisen.dk finder du viden om hormonforstyrrelser - ganske gratis.,1536,180
Danish-summarisation/DanSumT5-base,text8,37.333333333333336,24.657534246575345,34.66666666666667,34.66666666666667,"Det kan være svært at genfinde roen, hvis ens barn græder uafbrudt. Læs her, hvordan du genfinder roen i gråden.",2155,112
Danish-summarisation/DanSumT5-base,text9,10.344827586206897,0.0,8.045977011494253,8.045977011494253,"Hvad er symptomerne på afrikansk sovesyge? Få svar på spørgsmålene og bliv klogere på sygdommen. I Jobhåndbogen på Avisen.dk finder du alt, du bør vide om det.",4472,159
Danish-summarisation/DanSumT5-base,text10,19.047619047619047,7.766990291262135,13.333333333333334,13.333333333333334,"Her får du svar på, hvad du skal være opmærksom på, hvis du oplever, at peniskræft er en kræftsygdom, som rammer ældre mænd. Læs mere om sygdommen her.",2948,151
Danish-summarisation/DanSumT5-large,text1,27.027027027027028,9.174311926605503,16.216216216216218,16.216216216216218,"Kronisk grøn stær medfører skader i synsnerven og kan give blindhed. Læs her, hvad du skal være opmærksom på, og hvordan du undgår sygdommen.",6017,141
Danish-summarisation/DanSumT5-large,text2,19.753086419753085,7.59493670886076,14.814814814814817,14.814814814814817,"Keratoconus er en uregelmæssig buler i hornhinden, som giver sløret syn. Læs her, hvordan det stilles til diagnosen og hvordan man behandler det.",3251,145
Danish-summarisation/DanSumT5-large,text3,19.17808219178082,2.8169014084507045,10.95890410958904,10.95890410958904,"Få svar på nogle af de mest almindelige spørgsmål om gammelmandssyn, som opstår, når øjnene bliver stive og begynder at blive tykkere.",3545,134
Danish-summarisation/DanSumT5-large,text4,14.285714285714285,2.083333333333333,12.244897959183671,12.244897959183671,"Hvad er fedtsugning, og hvad er bivirkningerne ved indgrebet? Få svar på, hvad du kan gøre for at undgå hævelser, misfarvninger og følelsesløshed.",5421,146
Danish-summarisation/DanSumT5-large,text5,14.77832512315271,1.9900497512437811,8.866995073891626,8.866995073891626,"Brystforstørrelse - hvad er det egentlig for et indgreb? Og hvorfor er det en god ide at læse med her, hvis du vil vide mere om brystforstørrelse.",7092,146
Danish-summarisation/DanSumT5-large,text6,11.320754716981131,0.0,11.320754716981131,11.320754716981131,"Sygdom og bivirkninger ved stoffet hydroxychloroquin. Læs her, hvad du skal være opmærksom på, hvis du vil undgå malaria.",3041,121
Danish-summarisation/DanSumT5-large,text7,17.877094972067038,5.649717514124294,13.407821229050276,13.407821229050276,"Forstyrrelser i produktionen af kønshormoner giver uregelmæssige menstruationer og ophør af ægløsningen. Læs her, hvad du skal være opmærksom på. - Sex og parforhold",1536,165
Danish-summarisation/DanSumT5-large,text8,47.61904761904762,24.39024390243903,35.714285714285715,35.714285714285715,"Det kan være svært at trøste sig selv, når et barn græder uafbrudt. Her er en række råd til, hvordan du bedst bryder barnets vrede og frustration.",2155,146
Danish-summarisation/DanSumT5-large,text9,12.716763005780345,1.1695906432748537,9.248554913294798,9.248554913294798,"Hvordan undgår man at blive bidt af en flue, og hvordan behandler man den? Det giver vi svar på i denne uges præmierede spørgsmål om afrikansk sovesyge",4472,151
Danish-summarisation/DanSumT5-large,text10,15.384615384615385,7.8431372549019605,11.538461538461538,11.538461538461538,"Læs her, hvad du skal være opmærksom på, hvis du oplever at få peniskræft. - Sygdomme, parforhold og kønsroller - Se flere videnskabelige råd om peniskræft på dr.dk",2948,164
